39	416180
40	2812310
37	136258
36	102613
34	67406
32	44710
33	54948
38	204372
29	21352
27	10943
35	82439
26	7454
30	28351
31	36101
28	15423
23	1359
25	4597
24	2635
22	748
20	143
21	341
14	22
18	37
15	15
16	14
19	87
17	27
13	11
12	3
