320 0
1 5
2 6
1 7
1 9
3 10
1 11
1 13
2 14
3 16
1 17
2 18
2 19
1 20
5 21
7 22
4 23
9 24
4 25
10 26
15 27
15 28
8 29
10 30
19 31
15 32
23 33
21 34
20 35
22 36
26 37
19 38
49 39
43 40
43 41
33 42
48 43
51 44
44 45
94 46
73 47
111 48
99 49
122 50
143 51
157 52
184 53
196 54
215 55
255 56
303 57
325 58
359 59
377 60
440 61
526 62
557 63
569 64
666 65
658 66
714 67
763 68
842 69
910 70
938 71
1019 72
1102 73
1126 74
1265 75
1223 76
1301 77
1359 78
1473 79
1556 80
1578 81
1653 82
1732 83
1794 84
1868 85
1955 86
1989 87
2036 88
2302 89
2329 90
2418 91
2506 92
2432 93
2643 94
3311 95
7544 96
21693 97
101827 98
3864365 101
