7061 0
3 1
9 2
7 3
9 4
14 5
11 6
4 7
8 8
9 9
14 10
12 11
21 12
16 13
21 14
15 15
28 16
20 17
33 18
11 19
13 20
22 21
35 22
38 23
39 24
58 25
60 26
75 27
128 28
123 29
137 30
168 31
164 32
150 33
179 34
236 35
236 36
258 37
277 38
333 39
350 40
354 41
414 42
437 43
445 44
459 45
562 46
592 47
665 48
709 49
801 50
852 51
918 52
951 53
1012 54
1132 55
1198 56
1229 57
1407 58
1554 59
1710 60
1925 61
2007 62
2060 63
2278 64
2455 65
2733 66
2883 67
3082 68
3356 69
3663 70
4015 71
4230 72
4700 73
4865 74
5322 75
5815 76
6516 77
6684 78
7281 79
7634 80
8319 81
8876 82
9495 83
10275 84
11071 85
11895 86
12326 87
13201 88
13881 89
14806 90
15935 91
16671 92
17248 93
18680 94
21404 95
33429 96
74177 97
302572 98
11094603 101
