13 31
6 32
17 33
11 34
15 35
16 36
15 37
12 38
35 39
31 40
34 41
23 42
38 43
38 44
40 45
72 46
60 47
92 48
88 49
113 50
124 51
144 52
167 53
172 54
192 55
232 56
268 57
302 58
329 59
337 60
405 61
490 62
511 63
515 64
616 65
620 66
661 67
708 68
771 69
834 70
892 71
956 72
1020 73
1036 74
1201 75
1149 76
1238 77
1271 78
1383 79
1470 80
1496 81
1570 82
1645 83
1714 84
1778 85
1840 86
1906 87
1964 88
2254 89
2431 90
2849 91
3441 92
4955 93
7560 94
6993 95
6077 96
3840872 101
