133 31
129 32
121 33
143 34
198 35
197 36
220 37
232 38
283 39
310 40
310 41
362 42
377 43
380 44
418 45
489 46
527 47
603 48
617 49
698 50
761 51
818 52
847 53
911 54
1012 55
1092 56
1095 57
1288 58
1413 59
1563 60
1765 61
1826 62
1858 63
2073 64
2261 65
2495 66
2615 67
2824 68
3084 69
3340 70
3696 71
3877 72
4331 73
4485 74
4950 75
5412 76
6032 77
6201 78
6749 79
7080 80
7753 81
8278 82
8919 83
9609 84
10481 85
11266 86
11843 87
12766 88
13592 89
14750 90
16879 91
19600 92
25227 93
32222 94
31315 95
29163 96
11071218 101
